candidate_id,promo_bias_organic,promo_bias_affiliate,promo_bias_paid_search,promo_demand_sensitivity,promo_shock_sensitivity,price_demand_sensitivity,price_shock_sensitivity,baseline_conversion_price_sensitive,baseline_conversion_price_resilient,demand_conversion_sensitivity,shock_conversion_sensitivity,channel_conversion_organic,channel_conversion_affiliate,channel_conversion_paid_search,demand_std_dev,seed,evaluation_phase,n_users,n_weeks,randomization_rate,randomized_target_beta_price_sensitive,randomized_target_se_price_sensitive,randomized_target_seed_sd_price_sensitive,noncollapsibility_attenuation_price_sensitive,randomized_target_beta_price_resilient,randomized_target_se_price_resilient,randomized_target_seed_sd_price_resilient,noncollapsibility_attenuation_price_resilient,n_nonpositive_prices,n_nonfinite_prices,criterion_price_valid_pass,n_valid_cells,n_failed_overlap_cells,n_ineligible_cells,criterion_overlap_pass,min_cell_promo_rate,max_cell_promo_rate,min_cell_log_price_sd,overall_conversion_rate,promo_rate_organic,promo_rate_error_organic,promo_rate_affiliate,promo_rate_error_affiliate,promo_rate_paid_search,promo_rate_error_paid_search,criterion_conversion_rate_pass,randomized_price_corr_demand_index,randomized_price_corr_hidden_shock,randomized_price_corr_week,randomized_price_spread_segment,randomized_price_spread_channel,randomized_price_spread_tier,criterion_randomization_integrity_pass,naive_beta_price_sensitive,naive_se_price_sensitive,naive_error_struct_price_sensitive,naive_error_rand_price_sensitive,naive_standardized_error_price_sensitive,naive_beta_price_resilient,naive_se_price_resilient,naive_error_struct_price_resilient,naive_error_rand_price_resilient,naive_standardized_error_price_resilient,controlled_beta_price_sensitive,controlled_se_price_sensitive,controlled_error_struct_price_sensitive,controlled_error_rand_price_sensitive,controlled_standardized_error_price_sensitive,controlled_beta_price_resilient,controlled_se_price_resilient,controlled_error_struct_price_resilient,controlled_error_rand_price_resilient,controlled_standardized_error_price_resilient,oracle_beta_price_sensitive,oracle_se_price_sensitive,oracle_error_struct_price_sensitive,oracle_error_rand_price_sensitive,oracle_standardized_error_price_sensitive,oracle_beta_price_resilient,oracle_se_price_resilient,oracle_error_struct_price_resilient,oracle_error_rand_price_resilient,oracle_standardized_error_price_resilient,randomized_beta_price_sensitive,randomized_se_price_sensitive,randomized_error_struct_price_sensitive,randomized_error_rand_price_sensitive,randomized_standardized_error_price_sensitive,randomized_beta_price_resilient,randomized_se_price_resilient,randomized_error_struct_price_resilient,randomized_error_rand_price_resilient,randomized_standardized_error_price_resilient,oracle_randomized_beta_price_sensitive,oracle_randomized_se_price_sensitive,oracle_randomized_error_struct_price_sensitive,oracle_randomized_error_rand_price_sensitive,oracle_randomized_standardized_error_price_sensitive,oracle_randomized_beta_price_resilient,oracle_randomized_se_price_resilient,oracle_randomized_error_struct_price_resilient,oracle_randomized_error_rand_price_resilient,oracle_randomized_standardized_error_price_resilient,price_sensitive_beta_rand_minus_beta_struct,price_sensitive_naive_minus_controlled,price_sensitive_controlled_minus_beta_rand,price_sensitive_controlled_minus_oracle,price_sensitive_randomized_minus_oracle_randomized,price_sensitive_corrected_hidden_confounding,price_resilient_beta_rand_minus_beta_struct,price_resilient_naive_minus_controlled,price_resilient_controlled_minus_beta_rand,price_resilient_controlled_minus_oracle,price_resilient_randomized_minus_oracle_randomized,price_resilient_corrected_hidden_confounding,criterion_naive_bias_price_sensitive_pass,criterion_controlled_improves_price_sensitive_pass,criterion_paired_hidden_confounding_price_sensitive_pass,criterion_naive_bias_price_resilient_pass,criterion_controlled_improves_price_resilient_pass,criterion_paired_hidden_confounding_price_resilient_pass,passed,verdict,failures
anchor,-1.73,-0.85,0.0,4.0,0.4,0.2,0.02,0.35,0.4,4.0,0.08,-0.1,0.0,0.1,0.1,11,pilot,60000,1000,0.1,-1.8978211494337933,0.06256057953517496,,0.10217885056620668,-0.762010115122155,0.06186459886618462,,0.03798988487784505,0.0,0.0,True,18,0,0,True,0.107981220657277,0.616259618601539,0.05358857781017062,0.3906,0.16721421014533103,0.017214210145331033,0.3102951763858891,0.010295176385889115,0.5033919039145908,0.003391903914590766,True,0.034515557718919156,-0.010546241061831652,-0.014951340500267874,0.0008055059752747132,0.0026090692776244845,0.0019364878391302564,True,-0.19812671987626823,0.1726467803512471,1.8018732801237318,1.6996944295575251,10.436761557081168,1.0794707109228416,0.17524231933090473,1.8794707109228417,1.8414808260449966,10.724981945564727,-1.8191293499686165,0.16354742060829283,0.18087065003138347,0.07869179946517679,0.4493990775517458,-0.5307843580094946,0.15897594273194599,0.2692156419905054,0.23122575711266036,1.3554559097982963,-2.1824631261069563,0.16922309097872368,-0.18246312610695625,-0.28464197667316293,-1.0782401210831047,-0.8982504430896872,0.1658304929117565,-0.09825044308968711,-0.13624032796753216,-0.5924751314703575,,,,,,,,,,,,,,,,,,,,,0.10217885056620668,1.6210026300923484,0.07869179946517679,0.3633337761383397,,,0.03798988487784505,1.6102550689323363,0.23122575711266036,0.3674660850801925,,,True,True,True,True,True,True,True,pass,
anchor,-1.73,-0.85,0.0,4.0,0.4,0.2,0.02,0.35,0.4,4.0,0.08,-0.1,0.0,0.1,0.1,22,pilot,60000,1000,0.1,-1.8978211494337933,0.06256057953517496,,0.10217885056620668,-0.762010115122155,0.06186459886618462,,0.03798988487784505,0.0,0.0,True,18,0,0,True,0.09799408089444261,0.5972404730617609,0.05164498131868771,0.39335,0.15667897899553448,0.00667897899553449,0.30691295829834875,0.006912958298348759,0.5002222716159146,0.0002222716159145932,True,-0.012160607392735041,-0.005763398498036714,0.02204247274424269,0.002747718995497005,0.0049134799237108805,0.004925188094436055,True,-0.28637670217460237,0.18266562939501738,1.7136232978253976,1.611444447259191,9.381202711757336,0.7065718482156031,0.17314130150727333,1.5065718482156032,1.4685819633377581,8.701400735123359,-1.4808150432935383,0.1688249488603676,0.5191849567064617,0.417006106140255,2.316139870414178,-0.4673806639043565,0.1599833724455127,0.33261933609564354,0.2946294512177985,1.7176739920399295,-1.9715892585398322,0.17479133029563937,0.028410741460167754,-0.07376810910603893,0.16254090756168663,-0.9530172546407558,0.17035114682147035,-0.15301725464075577,-0.19100713951860082,-0.8982461080882499,,,,,,,,,,,,,,,,,,,,,0.10217885056620668,1.1944383411189359,0.417006106140255,0.49077421524629394,,,0.03798988487784505,1.1739525121199597,0.2946294512177985,0.4856365907363993,,,True,True,True,True,True,True,True,pass,
anchor,-1.73,-0.85,0.0,4.0,0.4,0.2,0.02,0.35,0.4,4.0,0.08,-0.1,0.0,0.1,0.1,33,pilot,60000,1000,0.1,-1.8978211494337933,0.06256057953517496,,0.10217885056620668,-0.762010115122155,0.06186459886618462,,0.03798988487784505,0.0,0.0,True,18,0,0,True,0.10331978319783197,0.5939253879168043,0.05191244334754275,0.39361666666666667,0.16056696749903107,0.010566967499031077,0.2989748161355026,-0.0010251838644974032,0.48774387193596797,-0.012256128064032035,True,-0.006588273097097,-0.0015047565139175885,-0.013921942017146157,0.00035112821095175696,0.002350663487462973,0.003095082851985353,True,-0.06621570358910207,0.1765950749053467,1.933784296410898,1.8316054458446913,10.950386342582817,0.7592957398759731,0.17601407125132892,1.559295739875973,1.5213058549981282,8.858926611892684,-1.602155237018243,0.15962259615677885,0.39784476298175697,0.2956659124155503,1.7245580887574525,-0.7872530916824668,0.1605835238362083,0.012746908317533223,-0.025242976560311825,-0.1466864007076972,-2.083126408169768,0.16720982431101936,-0.0831264081697678,-0.18530525873597448,-0.4971383022037519,-1.2825499233255164,0.16819645452795112,-0.4825499233255164,-0.5205398082033614,-2.8689660830236203,,,,,,,,,,,,,,,,,,,,,0.10217885056620668,1.535939533429141,0.2956659124155503,0.48097117115152477,,,0.03798988487784505,1.54654883155844,-0.025242976560311825,0.4952968316430496,,,True,True,True,True,True,True,True,pass,
measured_weaker,-1.73,-0.85,0.0,3.0,0.4,0.2,0.02,0.35,0.4,3.0,0.08,-0.1,0.0,0.1,0.1,11,pilot,60000,1000,0.1,-1.9083889048058846,0.06200416008919795,,0.09161109519411537,-0.7333647568825787,0.06182327846514446,,0.0666352431174213,0.0,0.0,True,18,0,0,True,0.11502347417840375,0.5933734939759037,0.053294604456394334,0.38811666666666667,0.16387326688568407,0.013873266885684077,0.30819072935703606,0.008190729357036075,0.5026134341637011,0.0026134341637010783,True,0.034515557718919156,-0.010546241061831652,-0.014951340500267874,0.0008055059752747132,0.0026090692776244845,0.0019364878391302564,True,-0.7175573254894692,0.16018286713681265,1.2824426745105308,1.1908315793164155,8.006116368332906,0.6865887166249132,0.17271334247633277,1.4865887166249132,1.419953473507492,8.607260419551102,-1.782617186026935,0.15771007220538796,0.21738281397306491,0.12577171877894955,0.7421874260428715,-0.38541409452299646,0.16503483000376812,0.4145859054770036,0.3479506623595823,1.974361345743487,-2.122256441674845,0.16534062643053635,-0.12225644167484484,-0.2138675368689602,-0.7394216673432513,-0.7366796477284154,0.17184108558214642,0.06332035227158461,-0.0033148908458366932,0.3684820312736859,,,,,,,,,,,,,,,,,,,,,0.09161109519411537,1.065059860537466,0.12577171877894955,0.33963925564790975,,,0.0666352431174213,1.0720028111479096,0.3479506623595823,0.35126555320541897,,,True,True,True,True,True,True,True,pass,
measured_weaker,-1.73,-0.85,0.0,3.0,0.4,0.2,0.02,0.35,0.4,3.0,0.08,-0.1,0.0,0.1,0.1,22,pilot,60000,1000,0.1,-1.9083889048058846,0.06200416008919795,,0.09161109519411537,-0.7333647568825787,0.06182327846514446,,0.0666352431174213,0.0,0.0,True,18,0,0,True,0.11147648799736928,0.5726018396846255,0.056114182631600375,0.39116666666666666,0.15590716136501462,0.005907161365014624,0.30517772180240693,0.005177721802406943,0.4994443209602134,-0.000555679039786594,True,-0.012160607392735041,-0.005763398498036714,0.02204247274424269,0.002747718995497005,0.0049134799237108805,0.004925188094436055,True,-0.7187213698079032,0.1714133556431271,1.2812786301920966,1.1896675349979815,7.474788795685479,0.39699505101369914,0.16848141480111448,1.1969950510136993,1.1303598078962778,7.104611819806379,-1.4133409980247806,0.1646561511994625,0.5866590019752194,0.495047906781104,2.8136732334362287,-0.29804159571722777,0.16543782920724154,0.5019584042827723,0.43532316116535097,2.4648562906453786,-1.8746192598484777,0.1700862549507145,0.12538074015152234,0.033769644957406975,0.737159743965517,-0.7612513583224501,0.17449301384150448,0.03874864167754999,-0.027886601439871317,0.22206414356935894,,,,,,,,,,,,,,,,,,,,,0.09161109519411537,0.6946196282168774,0.495047906781104,0.461278261823697,,,0.0666352431174213,0.6950366467309269,0.43532316116535097,0.4632097626052223,,,True,True,True,True,True,True,True,pass,
measured_weaker,-1.73,-0.85,0.0,3.0,0.4,0.2,0.02,0.35,0.4,3.0,0.08,-0.1,0.0,0.1,0.1,33,pilot,60000,1000,0.1,-1.9083889048058846,0.06200416008919795,,0.09161109519411537,-0.7333647568825787,0.06182327846514446,,0.0666352431174213,0.0,0.0,True,18,0,0,True,0.11212737127371274,0.5695125940464507,0.05389082749003802,0.39095,0.15802004318697746,0.008020043186977466,0.2950746601292623,-0.004925339870737677,0.4889667055750097,-0.011033294424990292,True,-0.006588273097097,-0.0015047565139175885,-0.013921942017146157,0.00035112821095175696,0.002350663487462973,0.003095082851985353,True,-0.5693126048383064,0.1660743986808846,1.4306873951616936,1.3390762999675783,8.614737771297243,0.3469570486410317,0.16276177765769292,1.1469570486410317,1.0803218055236106,7.0468451816323645,-1.6212855800820365,0.1615175579939168,0.3787144199179635,0.28710332472384814,1.6594614967233574,-0.7118829043105711,0.15946895870878908,0.08811709568942894,0.02148185257200763,0.12560024484576043,-2.085332260404155,0.1698671792806364,-0.08533226040415487,-0.17694335559827024,-0.502346955812918,-1.1929251952633322,0.1665840913302067,-0.39292519526333214,-0.45956043838075344,-2.358719804068607,,,,,,,,,,,,,,,,,,,,,0.09161109519411537,1.0519729752437301,0.28710332472384814,0.4640466803221184,,,0.0666352431174213,1.0588399529516028,0.02148185257200763,0.4810422909527611,,,True,True,True,True,True,True,True,pass,
measured_stronger,-1.73,-0.85,0.0,5.0,0.4,0.2,0.02,0.35,0.4,5.0,0.08,-0.1,0.0,0.1,0.1,11,pilot,60000,1000,0.1,-1.89683327708031,0.06334924201742716,,0.10316672291968998,-0.7570133213129933,0.06218543974370333,,0.042986678687006785,0.0,0.0,True,18,0,0,True,0.10026827632461435,0.6462516733601071,0.05309785528283976,0.3915666666666667,0.17216994264714072,0.022169942647140728,0.3126211441546215,0.01262114415462151,0.5030582740213523,0.0030582740213522808,True,0.034515557718919156,-0.010546241061831652,-0.014951340500267874,0.0008055059752747132,0.0026090692776244845,0.0019364878391302564,True,0.4314084748975944,0.18660728376623098,2.4314084748975944,2.328241751977904,13.029547538688249,1.630495783878222,0.18907789515261234,2.430495783878222,2.3875091051912154,12.854468164649662,-1.7630313050246433,0.16815387631154233,0.23696869497535666,0.13380197205566668,0.7446225913409252,-0.5111684798813334,0.1676495363283621,0.28883152011866664,0.24584484143165986,1.3748860863280632,-2.139718889124892,0.17339467967568917,-0.13971888912489216,-0.24288561204458214,-0.8057853296664989,-0.8931746981760857,0.17302083436205823,-0.0931746981760857,-0.1361613768630925,-0.5385172168405518,,,,,,,,,,,,,,,,,,,,,0.10316672291968998,2.194439779922238,0.13380197205566668,0.37668758410024883,,,0.042986678687006785,2.141664263759555,0.24584484143165986,0.38200621829475234,,,True,True,True,True,True,True,True,pass,
measured_stronger,-1.73,-0.85,0.0,5.0,0.4,0.2,0.02,0.35,0.4,5.0,0.08,-0.1,0.0,0.1,0.1,22,pilot,60000,1000,0.1,-1.89683327708031,0.06334924201742716,,0.10316672291968998,-0.7570133213129933,0.06218543974370333,,0.042986678687006785,0.0,0.0,True,18,0,0,True,0.08780006576783952,0.6195795006570303,0.050107369343211056,0.3965666666666667,0.15882904239483986,0.008829042394839864,0.30814441645675905,0.008144416456759063,0.49994443209602135,-5.55679039786483e-05,True,-0.012160607392735041,-0.005763398498036714,0.02204247274424269,0.002747718995497005,0.0049134799237108805,0.004925188094436055,True,0.0872836366743699,0.18587914862677463,2.08728363667437,1.98411691375468,11.229251113396325,1.2294164368327087,0.18011603545892582,2.029416436832709,1.986429758145702,11.267272409487955,-1.6554395055144908,0.16700325677721375,0.3445604944855092,0.2413937715658192,1.3514775633053744,-0.46604977740192965,0.16126825857723845,0.3339502225980704,0.2909635439110636,1.6834041729949134,-2.1380788028732445,0.17220447585593746,-0.13807880287324448,-0.24124552579293446,-0.8018305110069162,-0.937648293434739,0.17314073262770738,-0.13764829343473894,-0.18063497212174573,-0.7950081494151616,,,,,,,,,,,,,,,,,,,,,0.10316672291968998,1.7427231421888607,0.2413937715658192,0.48263929735875366,,,0.042986678687006785,1.6954662142346384,0.2909635439110636,0.47159851603280933,,,True,True,True,True,True,True,True,pass,
measured_stronger,-1.73,-0.85,0.0,5.0,0.4,0.2,0.02,0.35,0.4,5.0,0.08,-0.1,0.0,0.1,0.1,33,pilot,60000,1000,0.1,-1.89683327708031,0.06334924201742716,,0.10316672291968998,-0.7570133213129933,0.06218543974370333,,0.042986678687006785,0.0,0.0,True,18,0,0,True,0.09654471544715447,0.6200066028392208,0.050369679575252395,0.39586666666666664,0.16460882564642046,0.014608825646420465,0.30092489413862267,0.0009248941386226783,0.4880217886721138,-0.011978211327886179,True,-0.006588273097097,-0.0015047565139175885,-0.013921942017146157,0.00035112821095175696,0.002350663487462973,0.003095082851985353,True,0.44192168657793307,0.18442569744082205,2.441921686577933,2.338754963658243,13.240680233086765,1.3125953929290712,0.1856756481888335,2.1125953929290713,2.0696087142420643,11.377880802013122,-1.612165700945361,0.15897290221772106,0.38783429905463906,0.2846675761349491,1.6634571072158268,-0.8169210082475561,0.16439380974994622,-0.016921008247556046,-0.05990768693456283,-0.3408450984553701,-2.0824950814016976,0.16431820241206685,-0.08249508140169759,-0.18566180432138757,-0.5020446924974362,-1.3122473675031872,0.17204730768457485,-0.5122473675031871,-0.5552340461901939,-2.9773634612308055,,,,,,,,,,,,,,,,,,,,,0.10316672291968998,2.054087387523294,0.2846675761349491,0.47032938045633665,,,0.042986678687006785,2.129516401176627,-0.05990768693456283,0.49532635925563107,,,True,True,True,True,True,True,True,pass,
hidden_weaker,-1.73,-0.85,0.0,4.0,0.3,0.2,0.015,0.35,0.4,4.0,0.05,-0.1,0.0,0.1,0.1,11,pilot,60000,1000,0.1,-1.8885495467135485,0.062473084282768016,,0.11145045328645153,-0.7465455810890245,0.061565084643709723,,0.053454418910975576,0.0,0.0,True,18,0,0,True,0.10462776659959759,0.6201472556894244,0.05182065690269568,0.38966666666666666,0.16387326688568407,0.013873266885684077,0.30686160491776043,0.006861604917760444,0.5032250889679716,0.003225088967971579,True,0.034515557718919156,-0.010546241061831652,-0.014951340500267874,0.0008055059752747132,0.0026090692776244845,0.0019364878391302564,True,-0.2253713859690463,0.16864283785311604,1.7746286140309537,1.6631781607445022,10.523000185614842,1.2085696587269423,0.17504823619476836,2.0085696587269424,1.9551152398159668,11.474378162211794,-1.8855388994211761,0.1619535344193192,0.11446110057882386,0.003010647292372326,0.017343913520795385,-0.47175447312201,0.16348555804959922,0.32824552687799,0.27479110796701445,1.5729906965860423,-2.027285864824279,0.16567153106852425,-0.02728586482427886,-0.1387363181107304,-0.16469857342594976,-0.6197723260141859,0.1663481581910953,0.18022767398581419,0.1267732550748386,1.0834365462512339,,,,,,,,,,,,,,,,,,,,,0.11145045328645153,1.6601675134521299,0.003010647292372326,0.14174696540310272,,,0.053454418910975576,1.6803241318489524,0.27479110796701445,0.14801785289217584,,,True,True,False,True,True,False,False,fail,criterion_paired_hidden_confounding_price_sensitive | criterion_paired_hidden_confounding_price_resilient
