candidate_id,seed,channel,tier,demand_tercile,cell_population,promo_rate,mean_log_price_ratio,sd_log_price_ratio,overlap_eligible,overlap_pass,failure_reason
balanced,11,organic,basic,low,4067,0.2608802557167445,-0.056274603749933316,0.0772060053026382,True,True,
balanced,11,organic,basic,medium,4132,0.1590029041626331,-0.022500833839455853,0.06540472667589013,True,True,
balanced,11,organic,basic,high,4138,0.1014983083615273,0.008443838423789643,0.05542686769333038,True,True,
balanced,11,organic,premium,low,4176,0.25047892720306514,-0.056584649906241485,0.0790062050358537,True,True,
balanced,11,organic,premium,medium,4138,0.15224746254229096,-0.019473917561287423,0.061259698498348295,True,True,
balanced,11,organic,premium,high,4170,0.10767386091127099,0.00800684966561907,0.05646456183264453,True,True,
balanced,11,affiliate,basic,low,4176,0.43342911877394635,-0.0793757768381997,0.08908931073659558,True,True,
balanced,11,affiliate,basic,medium,4231,0.3065469156227842,-0.03958754308764244,0.07825751472291935,True,True,
balanced,11,affiliate,basic,high,4181,0.19851710117196844,-0.003937676177749064,0.06723947384829305,True,True,
balanced,11,affiliate,premium,low,4144,0.423503861003861,-0.07728026275112299,0.08851611037610557,True,True,
balanced,11,affiliate,premium,medium,4219,0.30007110689736904,-0.03856350143621984,0.07697571684848159,True,True,
balanced,11,affiliate,premium,high,4245,0.20848056537102475,-0.0052389637442791,0.07042684437815068,True,True,
balanced,11,paid_search,basic,low,4252,0.6373471307619943,-0.10369791395619767,0.09288176884574384,True,True,
balanced,11,paid_search,basic,medium,4155,0.501323706377858,-0.06458841247535342,0.08841321716494648,True,True,
balanced,11,paid_search,basic,high,4112,0.373784046692607,-0.026695369387811314,0.08446892204489759,True,True,
balanced,11,paid_search,premium,low,4193,0.6351061292630574,-0.10378225983776966,0.09269915409025008,True,True,
balanced,11,paid_search,premium,medium,4141,0.5027771069789906,-0.06466176155403416,0.08861250199331647,True,True,
balanced,11,paid_search,premium,high,4130,0.37142857142857144,-0.026180198077268225,0.08450863578068388,True,True,
balanced,22,organic,basic,low,4209,0.2347350914706581,-0.04984159398760114,0.07326492509042833,True,True,
balanced,22,organic,basic,medium,4177,0.15274120181948767,-0.018813225497632292,0.061625925229136846,True,True,
balanced,22,organic,basic,high,4083,0.11315209404849376,0.005296770829583228,0.0574805669211662,True,True,
balanced,22,organic,premium,low,4138,0.24504591590140165,-0.050257262179633166,0.07488371704915495,True,True,
balanced,22,organic,premium,medium,4086,0.15247185511502692,-0.018698552281278525,0.06068947399205718,True,True,
balanced,22,organic,premium,high,4221,0.10187159440890785,0.006462939251693174,0.05608009998132531,True,True,
balanced,22,affiliate,basic,low,4208,0.4144486692015209,-0.06996408379220376,0.08546742774134948,True,True,
balanced,22,affiliate,basic,medium,4148,0.2929122468659595,-0.03690812272802252,0.07664465053179792,True,True,
balanced,22,affiliate,basic,high,4292,0.22041006523765144,-0.009340122159288028,0.07323074074198084,True,True,
balanced,22,affiliate,premium,low,4052,0.4220138203356367,-0.07425457030958894,0.08730191478119498,True,True,
balanced,22,affiliate,premium,medium,4202,0.2981913374583532,-0.03725516834135118,0.07799312145480884,True,True,
balanced,22,affiliate,premium,high,4016,0.22783864541832669,-0.008488161808426879,0.07231386439026695,True,True,
balanced,22,paid_search,basic,low,4212,0.6187084520417854,-0.09977037737303068,0.0935349137474422,True,True,
balanced,22,paid_search,basic,medium,4124,0.5048496605237633,-0.06431144618278946,0.08863586196538237,True,True,
balanced,22,paid_search,basic,high,4116,0.38216715257531586,-0.029243317231388764,0.08450977330776961,True,True,
balanced,22,paid_search,premium,low,4210,0.6073634204275534,-0.09709146612801105,0.091775662512387,True,True,
balanced,22,paid_search,premium,medium,4248,0.5002354048964218,-0.06368286978084654,0.08979190620537916,True,True,
balanced,22,paid_search,premium,high,4258,0.3806951620479098,-0.02806597388511967,0.084469712755662,True,True,
balanced,33,organic,basic,low,4231,0.24367761758449538,-0.05053035323035768,0.0741569927719344,True,True,
balanced,33,organic,basic,medium,4159,0.14883385429189708,-0.018140271292375894,0.063037664572818,True,True,
balanced,33,organic,basic,high,4189,0.10503700167104321,0.008584854147701616,0.05605250785368361,True,True,
balanced,33,organic,premium,low,4116,0.23396501457725946,-0.049057557268344265,0.07193136350878394,True,True,
balanced,33,organic,premium,medium,4199,0.1586091926649202,-0.018960243924793035,0.06352603768650762,True,True,
balanced,33,organic,premium,high,4154,0.0967741935483871,0.009666279017384313,0.05552709155148283,True,True,
balanced,33,affiliate,basic,low,4196,0.407769304099142,-0.07277150975323415,0.08712228392464694,True,True,
balanced,33,affiliate,basic,medium,4082,0.2998530132288094,-0.037878181971882925,0.07951961698779927,True,True,
balanced,33,affiliate,basic,high,4101,0.1999512314069739,-0.003179465876430897,0.07018144114069819,True,True,
balanced,33,affiliate,premium,low,4104,0.4134990253411306,-0.07221079332307082,0.08618373820431051,True,True,
balanced,33,affiliate,premium,medium,4184,0.3078393881453155,-0.0383651359769276,0.07909243685118875,True,True,
balanced,33,affiliate,premium,high,4146,0.21080559575494454,-0.0031794410072136293,0.07079670750034289,True,True,
